openalexid_first,title_first,abstract_first,openalexid_second,title_second,abstract_second,label
https://openalex.org/W2014919225,Probing non-perturbative effects in M-theory,"The AdS/CFT correspondence enables us to probe M-theory on various\nbackgrounds from the corresponding dual gauge theories. Here we investigate in\ndetail a three-dimensional U(N) N=4 super Yang-Mills theory coupled to one\nadjoint hypermultiplet and Nf fundamental hypermultiplets, which is large N\ndual to M-theory on AdS_4xS^7/Z_Nf. Using the localization and the Fermi-gas\nformulation, we explore non-perturbative corrections to the partition function.\nAs in the ABJM theory, we find that there exists a non-trivial pole\ncancellation mechanism, which guarantees the theory to be well-defined, between\nworldsheet instantons and membrane instantons for all rational (in particular,\nphysical or integral) values of Nf.\n",https://openalex.org/W4387429252,Instanton contributions to the ABJM free energy from quantum M2 branes,"A bstract We present a quantum M2 brane computation of the instanton prefactor in the leading non-perturbative contribution to the ABJM 3-sphere free energy at large N and fixed level k . Using supersymmetric localization, such instanton contribution was found earlier to take the form $$ {F}^{inst}\left(N,k\right)=-{\left({\sin}^2\frac{2\pi }{k}\right)}^{-1}\exp \left(-2\pi \sqrt{\frac{2N}{k}}\right)+.\dots $$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msup> <mml:mi>F</mml:mi> <mml:mtext>inst</mml:mtext> </mml:msup> <mml:mfenced> <mml:mi>N</mml:mi> <mml:mi>k</mml:mi> </mml:mfenced> <mml:mo>=</mml:mo> <mml:mo>−</mml:mo> <mml:msup> <mml:mfenced> <mml:mrow> <mml:msup> <mml:mo>sin</mml:mo> <mml:mn>2</mml:mn> </mml:msup> <mml:mfrac> <mml:mrow> <mml:mn>2</mml:mn> <mml:mi>π</mml:mi> </mml:mrow> <mml:mi>k</mml:mi> </mml:mfrac> </mml:mrow> </mml:mfenced> <mml:mrow> <mml:mo>−</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:msup> <mml:mo>exp</mml:mo> <mml:mfenced> <mml:mrow> <mml:mo>−</mml:mo> <mml:mn>2</mml:mn> <mml:mi>π</mml:mi> <mml:msqrt> <mml:mfrac> <mml:mrow> <mml:mn>2</mml:mn> <mml:mi>N</mml:mi> </mml:mrow> <mml:mi>k</mml:mi> </mml:mfrac> </mml:msqrt> </mml:mrow> </mml:mfenced> <mml:mo>+</mml:mo> <mml:mo>.</mml:mo> <mml:mo>…</mml:mo> </mml:math> The exponent comes from the action of an M2 brane instanton wrapped on S 3 /ℤ k , which represents the M-theory uplift of the ℂP 1 instanton in type IIA string theory on AdS 4 × ℂP 3 . The IIA string computation of the leading large k term in the instanton prefactor was recently performed in arXiv:2304.12340. Here we find that the exact value of the prefactor $$ {\left({\sin}^2\frac{2\pi }{k}\right)}^{-1} $$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msup> <mml:mfenced> <mml:mrow> <mml:msup> <mml:mo>sin</mml:mo> <mml:mn>2</mml:mn> </mml:msup> <mml:mfrac> <mml:mrow> <mml:mn>2</mml:mn> <mml:mi>π</mml:mi> </mml:mrow> <mml:mi>k</mml:mi> </mml:mfrac> </mml:mrow> </mml:mfenced> <mml:mrow> <mml:mo>−</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:msup> </mml:math> is reproduced by the 1-loop term in the M2 brane partition function expanded near the S 3 /ℤ k instanton configuration. As in the Wilson loop example in arXiv:2303.15207, the quantum M2 brane computation is well defined and produces a finite result in exact agreement with localization.",1
https://openalex.org/W2086796296,DEVELOPMENT OF A NEXT-GENERATION REGIONAL WEATHER RESEARCH AND FORECAST MODEL,"The Weather Research and Forecast (WRF) project is a multi-institutional effort to develop an advanced mesoscale forecast and data assimilation system that is accurate, efficient, and scalable across a range of scales and over a host of computer platforms. The first release, WRF 1.0, was November 30, 2000, with operational deployment targeted for the 2004-05 time frame. This paper provides an overview of the project and current status of the WRF development effort in the areas of numerics and physics, software and data architecture, and single-source parallelism and performance portability.",https://openalex.org/W4387429252,Instanton contributions to the ABJM free energy from quantum M2 branes,"A bstract We present a quantum M2 brane computation of the instanton prefactor in the leading non-perturbative contribution to the ABJM 3-sphere free energy at large N and fixed level k . Using supersymmetric localization, such instanton contribution was found earlier to take the form $$ {F}^{inst}\left(N,k\right)=-{\left({\sin}^2\frac{2\pi }{k}\right)}^{-1}\exp \left(-2\pi \sqrt{\frac{2N}{k}}\right)+.\dots $$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msup> <mml:mi>F</mml:mi> <mml:mtext>inst</mml:mtext> </mml:msup> <mml:mfenced> <mml:mi>N</mml:mi> <mml:mi>k</mml:mi> </mml:mfenced> <mml:mo>=</mml:mo> <mml:mo>−</mml:mo> <mml:msup> <mml:mfenced> <mml:mrow> <mml:msup> <mml:mo>sin</mml:mo> <mml:mn>2</mml:mn> </mml:msup> <mml:mfrac> <mml:mrow> <mml:mn>2</mml:mn> <mml:mi>π</mml:mi> </mml:mrow> <mml:mi>k</mml:mi> </mml:mfrac> </mml:mrow> </mml:mfenced> <mml:mrow> <mml:mo>−</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:msup> <mml:mo>exp</mml:mo> <mml:mfenced> <mml:mrow> <mml:mo>−</mml:mo> <mml:mn>2</mml:mn> <mml:mi>π</mml:mi> <mml:msqrt> <mml:mfrac> <mml:mrow> <mml:mn>2</mml:mn> <mml:mi>N</mml:mi> </mml:mrow> <mml:mi>k</mml:mi> </mml:mfrac> </mml:msqrt> </mml:mrow> </mml:mfenced> <mml:mo>+</mml:mo> <mml:mo>.</mml:mo> <mml:mo>…</mml:mo> </mml:math> The exponent comes from the action of an M2 brane instanton wrapped on S 3 /ℤ k , which represents the M-theory uplift of the ℂP 1 instanton in type IIA string theory on AdS 4 × ℂP 3 . The IIA string computation of the leading large k term in the instanton prefactor was recently performed in arXiv:2304.12340. Here we find that the exact value of the prefactor $$ {\left({\sin}^2\frac{2\pi }{k}\right)}^{-1} $$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msup> <mml:mfenced> <mml:mrow> <mml:msup> <mml:mo>sin</mml:mo> <mml:mn>2</mml:mn> </mml:msup> <mml:mfrac> <mml:mrow> <mml:mn>2</mml:mn> <mml:mi>π</mml:mi> </mml:mrow> <mml:mi>k</mml:mi> </mml:mfrac> </mml:mrow> </mml:mfenced> <mml:mrow> <mml:mo>−</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:msup> </mml:math> is reproduced by the 1-loop term in the M2 brane partition function expanded near the S 3 /ℤ k instanton configuration. As in the Wilson loop example in arXiv:2303.15207, the quantum M2 brane computation is well defined and produces a finite result in exact agreement with localization.",0
https://openalex.org/W2977263777,"Production of Common Carp (Cyprinus carpio) with Supplemental Feeding in Ricefields in North Sumatra, Indonesia","A production trial in nine farmer cooperators' ricefields in North Sumatra, Indonesia, was conducted to evaluate the growth rate, yield and economics of culturing common carp (Cyprinus carpio ) at different stocking densities with supplemental feeding. Common carp weighing 52.9-111.2 g were stocked at 1,500, 3,000 and 4,500 fish·ha·1. Three ricefields were assigned to each stocking density. A compounded diet (16% crude protein) was given daily at a rate of 5% of the fish biomass. The trial was conducted for 75 days during the long fallow period in between two rice cropping seasons. Mean individual fish weight decreased, but yield increased with an increase in fish stocking density. The yield at a stocking density of 1,500 f19h·ha·1 was significantly lower than those at densities of 3,000 and 4,500 fish·ha·1. Highest production and profit were obtained at the highest stocking density. However, the rate of return on operating capital was highest at a stocking density of 1,500 fish·ha·1 with a profit in 2.5 months approximating that of one rice crop with a 4- month culture duration. Farmers with financial capability may further increase profit by adopting the 3,000 or 4,500·ha•l stocking rates.",https://openalex.org/W4387429252,Instanton contributions to the ABJM free energy from quantum M2 branes,"A bstract We present a quantum M2 brane computation of the instanton prefactor in the leading non-perturbative contribution to the ABJM 3-sphere free energy at large N and fixed level k . Using supersymmetric localization, such instanton contribution was found earlier to take the form $$ {F}^{inst}\left(N,k\right)=-{\left({\sin}^2\frac{2\pi }{k}\right)}^{-1}\exp \left(-2\pi \sqrt{\frac{2N}{k}}\right)+.\dots $$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msup> <mml:mi>F</mml:mi> <mml:mtext>inst</mml:mtext> </mml:msup> <mml:mfenced> <mml:mi>N</mml:mi> <mml:mi>k</mml:mi> </mml:mfenced> <mml:mo>=</mml:mo> <mml:mo>−</mml:mo> <mml:msup> <mml:mfenced> <mml:mrow> <mml:msup> <mml:mo>sin</mml:mo> <mml:mn>2</mml:mn> </mml:msup> <mml:mfrac> <mml:mrow> <mml:mn>2</mml:mn> <mml:mi>π</mml:mi> </mml:mrow> <mml:mi>k</mml:mi> </mml:mfrac> </mml:mrow> </mml:mfenced> <mml:mrow> <mml:mo>−</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:msup> <mml:mo>exp</mml:mo> <mml:mfenced> <mml:mrow> <mml:mo>−</mml:mo> <mml:mn>2</mml:mn> <mml:mi>π</mml:mi> <mml:msqrt> <mml:mfrac> <mml:mrow> <mml:mn>2</mml:mn> <mml:mi>N</mml:mi> </mml:mrow> <mml:mi>k</mml:mi> </mml:mfrac> </mml:msqrt> </mml:mrow> </mml:mfenced> <mml:mo>+</mml:mo> <mml:mo>.</mml:mo> <mml:mo>…</mml:mo> </mml:math> The exponent comes from the action of an M2 brane instanton wrapped on S 3 /ℤ k , which represents the M-theory uplift of the ℂP 1 instanton in type IIA string theory on AdS 4 × ℂP 3 . The IIA string computation of the leading large k term in the instanton prefactor was recently performed in arXiv:2304.12340. Here we find that the exact value of the prefactor $$ {\left({\sin}^2\frac{2\pi }{k}\right)}^{-1} $$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msup> <mml:mfenced> <mml:mrow> <mml:msup> <mml:mo>sin</mml:mo> <mml:mn>2</mml:mn> </mml:msup> <mml:mfrac> <mml:mrow> <mml:mn>2</mml:mn> <mml:mi>π</mml:mi> </mml:mrow> <mml:mi>k</mml:mi> </mml:mfrac> </mml:mrow> </mml:mfenced> <mml:mrow> <mml:mo>−</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:msup> </mml:math> is reproduced by the 1-loop term in the M2 brane partition function expanded near the S 3 /ℤ k instanton configuration. As in the Wilson loop example in arXiv:2303.15207, the quantum M2 brane computation is well defined and produces a finite result in exact agreement with localization.",0
https://openalex.org/W4298004595,Real-Time Vehicle Detection Based on Improved YOLO v5,"To reduce the false detection rate of vehicle targets caused by occlusion, an improved method of vehicle detection in different traffic scenarios based on an improved YOLO v5 network is proposed. The proposed method uses the Flip-Mosaic algorithm to enhance the network’s perception of small targets. A multi-type vehicle target dataset collected in different scenarios was set up. The detection model was trained based on the dataset. The experimental results showed that the Flip-Mosaic data enhancement algorithm can improve the accuracy of vehicle detection and reduce the false detection rate.",https://openalex.org/W4415453125,Enhancing Synchronization of YOLO-Based Traffic Detection on Low-End Devices by Using the COID Algorithm,"The rapid increase in population and vehicle usage intensifies traffic congestion, creating a pressing need for accurate real-time vehicle detection. While the you only look once (YOLO) algorithm enables efficient end-to-end detection, its performance is constrained by hardware limitations, leading to desynchronization on low-end devices. To address this limitation, this study proposes the catch one image detection (COID) algorithm, which restores synchronization without altering the YOLO architecture or requiring retraining. By dynamically adjusting the frame capture interval according to hardware capability, COID ensures real-time alignment between detection and live video streams while reducing deployment complexity. Experimental evaluations on high-, mid-, and low-end devices, including validation on multi-intersection surveillance footage under low-visibility conditions, confirm the robustness and applicability of COID. These findings demonstrate COID’s practicality as a scalable solution for real-world intelligent traffic monitoring.",1
https://openalex.org/W3199045827,YOLO with adaptive frame control for real-time object detection applications,"Abstract You only look once (YOLO) is being used as the most popular object detection software in many intelligent video applications due to its ease of use and high object detection precision. In addition, in recent years, various intelligent vision systems based on high-performance embedded systems are being developed. Nevertheless, the YOLO still requires high-end hardware for successful real-time object detection. In this paper, we first discuss real-time object detection service of the YOLO on AI embedded systems with resource constraints. In particular, we point out the problems related to real-time processing in YOLO object detection associated with network cameras, and then propose a novel YOLO architecture with adaptive frame control (AFC) that can efficiently cope with these problems. Through various experiments, we show that the proposed AFC can maintain the high precision and convenience of YOLO, and provide real-time object detection service by minimizing total service delay, which remains a limitation of the pure YOLO.",https://openalex.org/W4415453125,Enhancing Synchronization of YOLO-Based Traffic Detection on Low-End Devices by Using the COID Algorithm,"The rapid increase in population and vehicle usage intensifies traffic congestion, creating a pressing need for accurate real-time vehicle detection. While the you only look once (YOLO) algorithm enables efficient end-to-end detection, its performance is constrained by hardware limitations, leading to desynchronization on low-end devices. To address this limitation, this study proposes the catch one image detection (COID) algorithm, which restores synchronization without altering the YOLO architecture or requiring retraining. By dynamically adjusting the frame capture interval according to hardware capability, COID ensures real-time alignment between detection and live video streams while reducing deployment complexity. Experimental evaluations on high-, mid-, and low-end devices, including validation on multi-intersection surveillance footage under low-visibility conditions, confirm the robustness and applicability of COID. These findings demonstrate COID’s practicality as a scalable solution for real-world intelligent traffic monitoring.",1
https://openalex.org/W4394688644,Heat-Induced Cross-Tolerance to Salinity Due to Thermopriming in Tomatoes,"Global plant production is challenged by unpredictable (a)biotic stresses that occur individually, simultaneously or staggered. Due to an increasing demand for environmentally friendly plant production, new sustainable, universal, and preventive measures in crop protection are needed. We postulate thermopriming as a suitable procedure that fulfills these requirements. Therefore, we performed thermopriming as a pre-conditioning on tomato transplants in combination with two subsequent salt stress treatments to evaluate their single and combined physiological effects on leaves and fruits with regard to plant performance, fruit yield and quality. We identified a cross-tolerance to salinity that was triggered by the preceding thermopriming treatment and resulted in an accumulation of phenols and flavonols in the leaves. Plant growth and fruit yield were initially delayed after the stress treatments but recovered later. In regard to fruit quality, we found an increase in carotenoid and starch contents in fruits due to thermopriming, while sugars and titratable acidity were not affected. Our results indicate that thermopriming can mitigate the impact of subsequent and recurrent stress events on plant performance and yield under production-like conditions.",https://openalex.org/W4415453125,Enhancing Synchronization of YOLO-Based Traffic Detection on Low-End Devices by Using the COID Algorithm,"The rapid increase in population and vehicle usage intensifies traffic congestion, creating a pressing need for accurate real-time vehicle detection. While the you only look once (YOLO) algorithm enables efficient end-to-end detection, its performance is constrained by hardware limitations, leading to desynchronization on low-end devices. To address this limitation, this study proposes the catch one image detection (COID) algorithm, which restores synchronization without altering the YOLO architecture or requiring retraining. By dynamically adjusting the frame capture interval according to hardware capability, COID ensures real-time alignment between detection and live video streams while reducing deployment complexity. Experimental evaluations on high-, mid-, and low-end devices, including validation on multi-intersection surveillance footage under low-visibility conditions, confirm the robustness and applicability of COID. These findings demonstrate COID’s practicality as a scalable solution for real-world intelligent traffic monitoring.",0
https://openalex.org/W1584175587,Liquidez en los Mercados Accionarios Latinoamericanos: Estimando el efecto del Mercado Integrado Latinoamericano (MILA),"En este estudio se estiman los costos de transacción asociados a la liquidez intradiaria de acciones que pertenecen a seis mercados accionarios latinoamericanos (Argentina, Brasil, Chile, Colombia, México y Perú) durante un periodo de seis meses (Julio 2009 – Enero 2010). Se encontró que los países con mayor capitalización bursátil como Brasil, México y Chile poseen menores costos de transacción asociados a la liquidez que los de Perú, Argentina y Colombia. Más aun, mediante un modelo de datos de panel, se identificó que existe una relación negativa entre los costos de transacción asociados a la liquidez con la actividad bursátil y con la volatilidad de los rendimientos accionarios. Finalmente, se encontró que existen diferencias importantes entre los mercados bursátiles de Chile, Colombia y Perú que justifican su integración en el mercado integrado latinoamericano (MILA) y que el ahorro potencial en costos de transacción asociados con un incremento modesto del 10% en su actividad bursátil, estimado entre 10 y 36 millones de dólares.",https://openalex.org/W4415453125,Enhancing Synchronization of YOLO-Based Traffic Detection on Low-End Devices by Using the COID Algorithm,"The rapid increase in population and vehicle usage intensifies traffic congestion, creating a pressing need for accurate real-time vehicle detection. While the you only look once (YOLO) algorithm enables efficient end-to-end detection, its performance is constrained by hardware limitations, leading to desynchronization on low-end devices. To address this limitation, this study proposes the catch one image detection (COID) algorithm, which restores synchronization without altering the YOLO architecture or requiring retraining. By dynamically adjusting the frame capture interval according to hardware capability, COID ensures real-time alignment between detection and live video streams while reducing deployment complexity. Experimental evaluations on high-, mid-, and low-end devices, including validation on multi-intersection surveillance footage under low-visibility conditions, confirm the robustness and applicability of COID. These findings demonstrate COID’s practicality as a scalable solution for real-world intelligent traffic monitoring.",0
https://openalex.org/W2612506596,Cellular automata,No abstract available,https://openalex.org/W2090394246,A stochastic cellular automaton model for traffic flow with multiple metastable states,"A new stochastic cellular automaton (CA) model of traffic flow, which\nincludes slow-to-start effects and a driver's perspective, is proposed by\nextending the Burgers CA and the Nagel-Schreckenberg CA model. The flow-density\nrelation of this model shows multiple metastable branches near the transition\ndensity from free to congested traffic, which form a wide scattering area in\nthe fundamental diagram. The stability of these branches and their velocity\ndistributions are explicitly studied by numerical simulations.\n",1
https://openalex.org/W2154376416,A cellular automaton model for freeway traffic,"We introduce a stochastic discrete automaton model to freeway traffic. Monte-Carlo simulations of the model show a transition from laminar traffic flow to start-stop-waves with increasing vehicle density, as is observed in real freeway traffic. For special cases analytical results can be obtained.",https://openalex.org/W2090394246,A stochastic cellular automaton model for traffic flow with multiple metastable states,"A new stochastic cellular automaton (CA) model of traffic flow, which\nincludes slow-to-start effects and a driver's perspective, is proposed by\nextending the Burgers CA and the Nagel-Schreckenberg CA model. The flow-density\nrelation of this model shows multiple metastable branches near the transition\ndensity from free to congested traffic, which form a wide scattering area in\nthe fundamental diagram. The stability of these branches and their velocity\ndistributions are explicitly studied by numerical simulations.\n",1
https://openalex.org/W2114667889,Statistical physics of vehicular traffic and some related systems,No abstract available,https://openalex.org/W2090394246,A stochastic cellular automaton model for traffic flow with multiple metastable states,"A new stochastic cellular automaton (CA) model of traffic flow, which\nincludes slow-to-start effects and a driver's perspective, is proposed by\nextending the Burgers CA and the Nagel-Schreckenberg CA model. The flow-density\nrelation of this model shows multiple metastable branches near the transition\ndensity from free to congested traffic, which form a wide scattering area in\nthe fundamental diagram. The stability of these branches and their velocity\ndistributions are explicitly studied by numerical simulations.\n",1
https://openalex.org/W2154376416,A cellular automaton model for freeway traffic,"We introduce a stochastic discrete automaton model to freeway traffic. Monte-Carlo simulations of the model show a transition from laminar traffic flow to start-stop-waves with increasing vehicle density, as is observed in real freeway traffic. For special cases analytical results can be obtained.",https://openalex.org/W2090394246,A stochastic cellular automaton model for traffic flow with multiple metastable states,"A new stochastic cellular automaton (CA) model of traffic flow, which\nincludes slow-to-start effects and a driver's perspective, is proposed by\nextending the Burgers CA and the Nagel-Schreckenberg CA model. The flow-density\nrelation of this model shows multiple metastable branches near the transition\ndensity from free to congested traffic, which form a wide scattering area in\nthe fundamental diagram. The stability of these branches and their velocity\ndistributions are explicitly studied by numerical simulations.\n",1
https://openalex.org/W2082690836,Analytical properties of ultradiscrete Burgers equation and rule-184 cellular automaton,"In this paper, we propose an ultradiscrete Burgers equation of which all the variables are discrete. The equation is derived from a discrete Burgers equation under an ultradiscrete limit and reduces to an ultradiscrete diffusion equation through the Cole-Hopf transformation. Moreover, it becomes a cellular automaton (CA) under appropriate conditions and is identical to rule-184 CA in a specific case. We show shock wave solutions and asymptotic behaviours of the CA exactly via the diffusion equation. Finally, we propose a particle model expressed by the CA and discuss a mean flux of particles.",https://openalex.org/W2090394246,A stochastic cellular automaton model for traffic flow with multiple metastable states,"A new stochastic cellular automaton (CA) model of traffic flow, which\nincludes slow-to-start effects and a driver's perspective, is proposed by\nextending the Burgers CA and the Nagel-Schreckenberg CA model. The flow-density\nrelation of this model shows multiple metastable branches near the transition\ndensity from free to congested traffic, which form a wide scattering area in\nthe fundamental diagram. The stability of these branches and their velocity\ndistributions are explicitly studied by numerical simulations.\n",1
https://openalex.org/W4254364193,Wives and mistresses in eighteenth-century scotland,"Abstract Throughout the eighteenth century and beyond, under Scottish law mutual consent was the only thing required to constitute an irregular but legally binding marriage. If either party denied that a marriage existed it was open to the other to raise a declarator of marriage action before Edinburgh Commissary Court and provide evidence – for example, letters, or verbal acknowledgements – which would enable the court to decree that a legal marriage existed. Witnesses' perceptions of disputed relationships emerge from the records. Less than a third of the women whose cases were contested succeeded in proving a marriage, and accounts of cases in which women were decreed to be wives and those in which they were decreed to be mistresses reveal what a fine line there was between the two.",https://openalex.org/W2090394246,A stochastic cellular automaton model for traffic flow with multiple metastable states,"A new stochastic cellular automaton (CA) model of traffic flow, which\nincludes slow-to-start effects and a driver's perspective, is proposed by\nextending the Burgers CA and the Nagel-Schreckenberg CA model. The flow-density\nrelation of this model shows multiple metastable branches near the transition\ndensity from free to congested traffic, which form a wide scattering area in\nthe fundamental diagram. The stability of these branches and their velocity\ndistributions are explicitly studied by numerical simulations.\n",0
https://openalex.org/W2038361021,Pulmonary Segmental Artery Ratio An Alternative to the Pulmonary Artery Index in Patients With Tetralogy of Fallot,"The objective of this study was to determine a reliable, alternative ratio to the pulmonary artery (PA) index, which will help to estimate the adequacy of postoperative pulmonary blood flow in patients with tetralogy of Fallot. We propose the pulmonary segmental artery ratio (PSAR), which is an angiographic measure for the quantitative standardization of the total number of pulmonary segmental arteries in a patient. The expected value of the PSAR is 1 and it is constant after the 16(th) week of intrauterine life. Retrospective analysis of the PSAR and PA index calculations in patients with tetralogy of Fallot was conducted. Sixty-one patients were assigned to a moderate or low risk group according to their PSAR; the low risk group included 31 patients whose PSAR was between 0.75-1 (group 1) while the moderate risk group included 30 patients whose PSAR was between 0.50-0.75 (group 2). High risk patients whose PSAR was less than 0.50 were excluded from the study. Postoperative peak right ventricular pressure, the pulmonary artery to systemic pressure ratio, and peripheral arterial oxygen saturation preoperatively after cardiopulmonary bypass were analyzed separately in groups 1 and 2. Postoperative peak right ventricular pressure was lower in group 1 than group 2, while the pulmonary artery to systemic pressure ratio and peripheral arterial oxygen saturation were higher in group 1 than group 2 (P < 0.01). Based on the present findings, it is concluded that PSAR is not as reliable as the Nakata index. However, in cases in which the PSAR and PA index are not correlated, PSAR may be helpful for determining the adequacy of postoperative pulmonary blood flow and postoperative outcomes of patients with hypoplastic pulmonary arteries.",https://openalex.org/W2090394246,A stochastic cellular automaton model for traffic flow with multiple metastable states,"A new stochastic cellular automaton (CA) model of traffic flow, which\nincludes slow-to-start effects and a driver's perspective, is proposed by\nextending the Burgers CA and the Nagel-Schreckenberg CA model. The flow-density\nrelation of this model shows multiple metastable branches near the transition\ndensity from free to congested traffic, which form a wide scattering area in\nthe fundamental diagram. The stability of these branches and their velocity\ndistributions are explicitly studied by numerical simulations.\n",0
https://openalex.org/W2258610658,HUBBLE IMAGING OF THE IONIZING RADIATION FROM A STAR-FORMING GALAXY AT Z = 3.2 WITH *,"ABSTRACT Star-forming galaxies are considered to be the leading candidate sources dominating cosmic reionization at : the search for analogs at moderate redshift showing Lyman continuum (LyC) leakage is currently an active line of research. We have observed a star-forming galaxy at z = 3.2 with Hubble /WFC3 in the F336W filter, corresponding to the 730–890 Å rest-frame, and detected LyC emission. This galaxy is very compact and also has a large Oxygen ratio / ( ). No nuclear activity is revealed from optical/near-infrared spectroscopy and deep multi-band photometry (including the 6 Ms X-ray Chandra observations). The measured escape fraction of ionizing radiation spans the range 50%–100%, depending on the intergalactic medium (IGM) attenuation. The LyC emission is measured at (with signal-to-noise ratio (S/N) = 10) and is spatially unresolved, with an effective radius of pc. Predictions from photoionization and radiative transfer models are in line with the properties reported here, indicating that stellar winds and supernova explosions in a nucleated star-forming region can blow cavities generating density-bounded conditions compatible to optically thin media. Irrespective of the nature of the ionizing radiation, spectral signatures of these sources over the entire electromagnetic spectrum are of central importance for their identification during the epoch of reionization when the LyC is unobservable. Intriguingly, the Spitzer /IRAC photometric signature of intense rest-frame optical emissions ([O iii ] λλ 4959,5007 + H β ) recently observed at is similar to what is observed in this galaxy. Only the James Webb Space Telescope will measure optical line ratios at , allowing a direct comparison with the lower-redshift LyC emitters, such as that reported here.",https://openalex.org/W2090394246,A stochastic cellular automaton model for traffic flow with multiple metastable states,"A new stochastic cellular automaton (CA) model of traffic flow, which\nincludes slow-to-start effects and a driver's perspective, is proposed by\nextending the Burgers CA and the Nagel-Schreckenberg CA model. The flow-density\nrelation of this model shows multiple metastable branches near the transition\ndensity from free to congested traffic, which form a wide scattering area in\nthe fundamental diagram. The stability of these branches and their velocity\ndistributions are explicitly studied by numerical simulations.\n",0
https://openalex.org/W2115634372,Impact of Copper and Silver Ionization on Fungal Colonization of the Water Supply in Health Care Centers: Implications for Immunocompromised Patients,Copper and silver ionization is a well-recognized disinfection method to control Legionella species in water distribution systems in hospitals. These systems may also serve as a potential indoor reservoir for fungi. The prevalence of fungi was significantly lower in ionized than in nonionized water samples from health care facilities. The clinical consequences of this finding require further investigation.,https://openalex.org/W2090394246,A stochastic cellular automaton model for traffic flow with multiple metastable states,"A new stochastic cellular automaton (CA) model of traffic flow, which\nincludes slow-to-start effects and a driver's perspective, is proposed by\nextending the Burgers CA and the Nagel-Schreckenberg CA model. The flow-density\nrelation of this model shows multiple metastable branches near the transition\ndensity from free to congested traffic, which form a wide scattering area in\nthe fundamental diagram. The stability of these branches and their velocity\ndistributions are explicitly studied by numerical simulations.\n",0
https://openalex.org/W98723035,The Influence of Childhood Poverty On Life Chances- The Case of Academic Performance,"The purpose of this research is to explore, identify, and address how children who grow up in poverty face greater challenges in adulthood than those who grow up nonpoor. The two main areas of interest are the differentials of child well-being and school achievement. The daily hardships that poor children face include inadequate nutrition, fewer learning experiences, instability of residence, lower quality schools, exposure to environmental toxins, family violence, homelessness, dangerous streets, and less access to friends, services, and jobs. Through a literature review and analyses of a national probability data set on high school students, I demonstrate how growing up under these conditions yields significant disadvantages for poor children as they develop into adults. I contribute to this area of research by identifying important factors that mitigate the ill effects of childhood poverty on academic performance. The overall pattern in my findings reveals that childhood poverty need not be a “death sentence.” More specifically, using a national probability sample on adolescent academic performance, I demonstrate that the generally strong negative correlation between childhood poverty and academic performance is lessened when poor children: (1) attend Catholic or private schools instead of public schools; (2) reside in intact two-parent families; (3) have a parent with high aspirations for academic achievement; (4) participate in extracurricular activities; (5) attend smaller schools (&lt;1,000 students); (6) reduce television watching and video game playing to less than two hours per day; (7) increase their time on homework (to greater than eleven hours per week). Importantly, most of these findings do not stand up well when controls are made for race and ethnicity. More specifically, African American and Hispanic students tend to do poorer than their white counterparts and their poor performance is resistant to several of the contexts and characteristics that apply to their white counterparts.",https://openalex.org/W2090394246,A stochastic cellular automaton model for traffic flow with multiple metastable states,"A new stochastic cellular automaton (CA) model of traffic flow, which\nincludes slow-to-start effects and a driver's perspective, is proposed by\nextending the Burgers CA and the Nagel-Schreckenberg CA model. The flow-density\nrelation of this model shows multiple metastable branches near the transition\ndensity from free to congested traffic, which form a wide scattering area in\nthe fundamental diagram. The stability of these branches and their velocity\ndistributions are explicitly studied by numerical simulations.\n",0
